image_id,image_path,dataset,entities,class,label,mask_id,mask_path,mask_name,ratio,method,model,perturbed_mask_name,sem_magnitude,quality_flag,cap2_img2,direct_sim,language_model,dreamsim,lpips_score,sen_sim,clip_sim,mse_rgb,mse_gray,ssim_rgb,ssim_gray,ratio_rgb,ratio_gray,largest_component_size_gray,largest_component_size_rgb,cc_cluters_rgb,cc_clusters_gray,cluster_dist_rgb,cluster_dist_gray,dreamsim_category,lpips_score_category,sen_sim_category,clip_sim_category,mse_rgb_category,ssim_rgb_category,ratio_rgb_category,ratio_category,change_location_category,sem_mag_category,size_mag_category,scene_diversity,scene_complexity,scene_diversity_category,scene_complexity_category
f2e1eb0a1aae36e1,original/images/OpenImages/f2e1eb0a1aae36e1.jpg,OpenImages,['carnivore'],['carnivore'],real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3fdfe506da22acaa,original/images/OpenImages/3fdfe506da22acaa.jpg,OpenImages,['fish'],['fish'],real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02ff509712130d4b,original/images/OpenImages/02ff509712130d4b.jpg,OpenImages,['piano'],['piano'],real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f509159922bd5baa,original/images/OpenImages/f509159922bd5baa.jpg,OpenImages,['bottle'],['bottle'],real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532f43afe859ead9,original/images/OpenImages/532f43afe859ead9.jpg,OpenImages,,,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d0f3223700e6099,original/images/OpenImages/4d0f3223700e6099.jpg,OpenImages,['otter'],['otter'],real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0bf80b98b70d97f0,original/images/OpenImages/0bf80b98b70d97f0.jpg,OpenImages,['shorts'],['shorts'],real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d6d26f53d3f9872,original/images/OpenImages/8d6d26f53d3f9872.jpg,OpenImages,,,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5fa0cf9a280d101,original/images/OpenImages/f5fa0cf9a280d101.jpg,OpenImages,['flower'],['flower'],real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10e14ddf2ff2819a,original/images/OpenImages/10e14ddf2ff2819a.jpg,OpenImages,"['tortoise', 'sea turtle']","['tortoise', 'sea turtle']",real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a117028b816da528,original/images/OpenImages/a117028b816da528.jpg,OpenImages,"['platter', 'bowl']","['bowl', 'platter']",real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b502818168a734a,original/images/OpenImages/8b502818168a734a.jpg,OpenImages,['tie'],['tie'],real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f780908e3797adb6,original/images/OpenImages/f780908e3797adb6.jpg,OpenImages,"['suit', 'dress', 'shirt']","['shirt', 'dress', 'suit']",real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645922562d3de125,original/images/OpenImages/645922562d3de125.jpg,OpenImages,['horse'],['horse'],real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
