image_id,image_path,dataset,entities,class,label,mask_id,mask_path,mask_name,ratio,method,model,perturbed_mask_name,sem_magnitude,quality_flag,cap2_img2,direct_sim,language_model,dreamsim,lpips_score,sen_sim,clip_sim,mse_rgb,mse_gray,ssim_rgb,ssim_gray,ratio_rgb,ratio_gray,largest_component_size_gray,largest_component_size_rgb,cc_cluters_rgb,cc_clusters_gray,cluster_dist_rgb,cluster_dist_gray,dreamsim_category,lpips_score_category,sen_sim_category,clip_sim_category,mse_rgb_category,ssim_rgb_category,ratio_rgb_category,ratio_category,change_location_category,sem_mag_category,size_mag_category,scene_diversity,scene_complexity,scene_diversity_category,scene_complexity_category
jena_000107_000019_instance006_CityScapes_StableDiffusion_v5,p2p/CelebAHQ/SDv5/watch.jpeg,CityScapes,"['out of roi', 'vegetation', 'building', 'ego vehicle', 'sky', 'car', 'road', 'trailer', 'sidewalk']","['road', 'building', 'ego vehicle']",fake,jena_000107_000019_instance006,original/masks/CityScapes/jena_000107_000019_instance006.png,building,0.3863792419433594,inpainting,StableDiffusion_v5,Building with more windows.,medium,False,0.2451618909835815,0.7935470342636108,mistral-7b,0.4225357174873352,0.4261551201343536,0.9223838299512864,0.75634765625,0.0809741849409193,0.08089883,0.4738448645832244,0.5205865970147843,0.3663597106933594,0.3737869262695312,71779.0,73029.0,14.0,13.0,410.2484352573165,411.7959709123037,bin5,bin5,bin5,bin5,bin5,bin1,bin5,bin5,diffused,bin5,bin5,9.0,12.0,medium,medium
img_02246_Background_HumanParsing_StableDiffusion_v5,p2p/CelebAHQ/SDv5/a_background_of_a_busy_stadium.jpeg,HumanParsing,"['Hair', 'Upper-clothes', 'Face', 'Pants', 'Background']",['person'],fake,img_02246_Background,original/masks/HumanParsing/img_02246_Background.png,Background,0.7457923889160156,inpainting,StableDiffusion_v5,The Background with a different color scheme.,small,False,0.2480202615261078,0.8442291021347046,mistral-7b,0.4453789591789245,0.3655554354190826,0.7774808555841446,0.7392578125,0.033867853016299,0.030230686,0.2961763745955379,0.3592703465918085,0.2415962219238281,0.2147750854492187,35004.0,35834.0,34.0,36.0,670.3338932741079,670.3338932741079,bin5,bin5,bin5,bin5,bin5,bin1,bin5,bin5,diffused,bin5,bin5,5.0,5.0,medium,medium
12621_skin_CelebAHQ_StableDiffusion_v5,p2p/OpenImages/SDv4/grassy.jpeg,CelebAHQ,"['skin', 'left_brow', 'nose', 'hair', 'left_ear', 'right_brow', 'right_ear', 'neck', 'cloth']",['person'],fake,12621_skin,original/masks/CelebAHQ/12621_skin.jpg,skin,0.4288406372070312,inpainting,StableDiffusion_v5,Skin graft,medium,False,0.2132898271083831,0.5259132981300354,mistral-7b,0.696640133857727,0.4970036447048187,0.8536355644464493,0.756591796875,0.0437736348532628,0.03943623,0.4914440164131357,0.6121976968693865,0.3167839050292969,0.3080902099609375,26394.0,28648.0,32.0,33.0,631.6952689472852,631.3909155537818,bin5,bin5,bin5,bin5,bin5,bin1,bin5,bin5,diffused,bin5,bin5,9.0,9.0,medium,medium
91326dc604d416d7_m025rp___512185c4_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/in_a_bustling_kitchen.jpeg,OpenImages,['cowboy hat'],['cowboy hat'],fake,91326dc604d416d7_m025rp___512185c4,original/masks/OpenImages/91326dc604d416d7_m025rp___512185c4.jpg,cowboy hat,0.0428733825683593,inpainting,StableDiffusion_v5,Cowboy hat with a feather.,medium,False,0.2339668571949005,0.9198753237724304,mistral-7b,0.8525582551956177,0.5912759304046631,0.926643043756485,0.8197021484375,0.1237249260139392,0.12068318,0.1005545882895657,0.1819602238980081,0.8513870239257812,0.8433685302734375,220626.0,223186.0,2.0,4.0,-1.0,324.8166566825803,bin5,bin5,bin5,bin5,bin5,bin1,bin5,bin3,diffused,bin5,bin3,1.0,7.0,low,medium
3d06dba580883021_m021mn_542e8f96_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/on_a_rainy_day.jpeg,OpenImages,['cookie'],['cookie'],fake,3d06dba580883021_m021mn_542e8f96,original/masks/OpenImages/3d06dba580883021_m021mn_542e8f96.jpg,cookie,0.0551261901855468,inpainting,StableDiffusion_v5,Biscuit,small,False,0.254936158657074,0.8968231678009033,mistral-7b,0.8872045278549194,0.6624671220779419,0.8635623157024384,0.78759765625,0.142051763244887,0.11357037,0.2948993009019652,0.4047337914103351,0.8011741638183594,0.6459732055664062,160753.0,202286.0,9.0,13.0,406.0093461419271,504.8127065195664,bin5,bin5,bin5,bin5,bin5,bin1,bin5,bin4,diffused,bin5,bin4,1.0,4.0,low,medium
16257_nose_CelebAHQ_StableDiffusion_v5,p2p/OpenImages/SDv4/a_sandwich.jpeg,CelebAHQ,"['r', 'skin', 'nose', 'hair', 'lower_lip', 'right_ear', 'neck']",['person'],fake,16257_nose,original/masks/CelebAHQ/16257_nose.jpg,nose,0.0201339721679687,inpainting,StableDiffusion_v5,Ear,large,False,0.2429893612861633,0.7980677485466003,mistral-7b,0.5460855960845947,0.4208642244338989,0.7854846566915512,0.7840576171875,0.1146904686098295,0.10764003,0.369718448996285,0.4705858562253026,0.50189208984375,0.5004119873046875,74424.0,74280.0,10.0,12.0,416.2805548412727,373.50874380501335,bin5,bin5,bin5,bin5,bin5,bin1,bin5,bin2,diffused,bin5,bin2,7.0,7.0,medium,medium
27671_l_ear_CelebAHQ_StableDiffusion_v5,p2p/OpenImages/SDv4/sculpture.jpeg,CelebAHQ,"['skin', 'left_brow', 'nose', 'hair', 'mouth', 'left_ear', 'lower_lip', 'neck', 'cloth']",['person'],fake,27671_l_ear,original/masks/CelebAHQ/27671_l_ear.jpg,left_ear,0.0245857238769531,inpainting,StableDiffusion_v5,The left ear with a small diamond earring.,small,False,0.2454355359077453,0.864264965057373,mistral-7b,0.0124251842498779,0.0360383912920951,0.7650504112243652,0.7672119140625,0.0007065513735014,0.00060323835,0.894353404237628,0.9065609595290336,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,bin1,bin1,bin5,bin5,bin1,bin5,bin1,bin3,localized,bin1,bin3,9.0,9.0,medium,medium
instance_000_ADE_train_00013127_ADE20K_StableDiffusion_v5,p2p/OpenImages/OJ/wooden.jpeg,ADE20K,"['floor', 'wall', 'candle', 'table', 'bowl', 'towel', 'window', 'flower', 'counter', 'tray', 'bottle']","['table', 'towel', 'tray']",fake,instance_000_ADE_train_00013127,original/masks/ADE20K/instance_000_ADE_train_00013127.png,wall,0.2226829528808593,inpainting,StableDiffusion_v5,The wall with a new coat of paint.,small,False,0.1708504557609558,0.8472141027450562,mistral-7b,0.7673956155776978,0.7032841444015503,0.8539705723524094,0.786376953125,0.1312540933368726,0.105078556,0.2139339129273663,0.3753387447097882,0.7931594848632812,0.6930999755859375,171848.0,204686.0,8.0,16.0,553.1859512379924,509.5174240590866,bin5,bin5,bin5,bin5,bin5,bin1,bin5,bin5,diffused,bin5,bin5,11.0,14.0,medium,medium
img_00371_Skirt_HumanParsing_StableDiffusion_v5,p2p/CelebAHQ/SDv5/on_a_cold_day.jpeg,HumanParsing,"['Skirt', 'Hair', 'Right-leg', 'Upper-clothes', 'Left-leg', 'Face', 'Background', 'Hat']",['person'],fake,img_00371_Skirt,original/masks/HumanParsing/img_00371_Skirt.png,Skirt,0.0418472290039062,inpainting,StableDiffusion_v5,Skirt with ruffled texture,medium,False,0.275641918182373,0.875995934009552,mistral-7b,0.3093434572219848,0.290523886680603,0.8481274992227554,0.721923828125,0.0149886460764414,0.012058448,0.649737677191415,0.7202401423141781,0.0953483581542968,0.0864181518554687,5375.0,4651.0,32.0,33.0,556.9892191811839,556.6545046034842,bin4,bin5,bin5,bin5,bin4,bin1,bin4,bin3,diffused,bin5,bin3,8.0,8.0,medium,medium
14576_neck_CelebAHQ_StableDiffusion_v5,p2p/OpenImages/SDv4/during_the_morning_on.jpeg,CelebAHQ,"['skin', 'nose', 'hair', 'left_ear', 'right_ear', 'neck', 'cloth']",['person'],fake,14576_neck,original/masks/CelebAHQ/14576_neck.jpg,neck,0.046722412109375,inpainting,StableDiffusion_v5,Head,large,False,0.2468887716531753,0.8381778597831726,mistral-7b,0.6403608918190002,0.416178822517395,0.8657902926206589,0.716552734375,0.0920287680952851,0.087815255,0.4185474171062855,0.5137784722763976,0.4355926513671875,0.4285125732421875,64344.0,66204.0,10.0,11.0,496.3419451664403,554.795472597217,bin5,bin5,bin5,bin5,bin5,bin1,bin5,bin3,diffused,bin5,bin3,7.0,7.0,medium,medium
