image_id,image_path,dataset,entities,class,label,mask_id,mask_path,mask_name,ratio,method,model,perturbed_mask_name,sem_magnitude,quality_flag,cap2_img2,direct_sim,language_model,dreamsim,lpips_score,sen_sim,clip_sim,mse_rgb,mse_gray,ssim_rgb,ssim_gray,ratio_rgb,ratio_gray,largest_component_size_gray,largest_component_size_rgb,cc_cluters_rgb,cc_clusters_gray,cluster_dist_rgb,cluster_dist_gray,dreamsim_category,lpips_score_category,sen_sim_category,clip_sim_category,mse_rgb_category,ssim_rgb_category,ratio_rgb_category,ratio_category,change_location_category,sem_mag_category,size_mag_category,scene_diversity,scene_complexity,scene_diversity_category,scene_complexity_category
a91055125f2815b4_m01bl7v_c916f3bd_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/comfortable.jpeg,OpenImages,"['boy', 'human ear']","['boy', 'human ear']",fake,a91055125f2815b4_m01bl7v_c916f3bd,original/masks/OpenImages/a91055125f2815b4_m01bl7v_c916f3bd.jpg,boy,0.6323165893554688,inpainting,StableDiffusion_v4,The boy's hair is curly.,small,False,0.3150612711906433,0.7949519753456116,mistral-7b,0.0625027418136596,0.0947988033294677,0.8087683320045471,0.68896484375,0.0060346323121102,0.005578341,0.7959081798240586,0.8151318358471367,0.0605049133300781,0.0551567077636718,2658.0,2658.0,18.0,15.0,544.5489638353978,516.389755998131,bin3,bin4,bin5,bin5,bin3,bin3,bin4,bin5,diffused,bin3,bin5,2.0,2.0,low,low
e57f506401152724_m01nq26_00e71e9d_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/on_a_rainy_day.jpeg,OpenImages,['sock'],['sock'],fake,e57f506401152724_m01nq26_00e71e9d,original/masks/OpenImages/e57f506401152724_m01nq26_00e71e9d.jpg,sock,0.135986328125,inpainting,StableDiffusion_v4,Sock with blue stripes.,small,False,0.336582213640213,0.7617952823638916,mistral-7b,0.1720986366271972,0.1739848256111145,0.6145225763320923,0.7767333984375,0.0084568772541472,0.007424928,0.6449741638133674,0.6965070837122154,0.0463447570800781,0.0532188415527343,1990.0,1257.0,32.0,30.0,469.53749308747206,470.2041916858077,bin4,bin4,bin4,bin5,bin4,bin1,bin3,bin5,diffused,bin4,bin5,1.0,2.0,low,low
001a695ad732152b_m02wbtzl_9b6e60b8_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/oranges.jpeg,OpenImages,['sun hat'],['sun hat'],fake,001a695ad732152b_m02wbtzl_9b6e60b8,original/masks/OpenImages/001a695ad732152b_m02wbtzl_9b6e60b8.jpg,sun hat,0.2003211975097656,inpainting,StableDiffusion_v4,Sun hat with a floral pattern,medium,False,0.2580012679100036,0.9257705211639404,mistral-7b,0.8414068222045898,0.7054861783981323,0.8589473068714142,0.73291015625,0.2113457061638514,0.20998679,0.2139694355052713,0.2913181039161632,0.8673667907714844,0.7569427490234375,194806.0,224670.0,7.0,7.0,488.45605053622336,466.00693968663705,bin5,bin5,bin5,bin5,bin5,bin1,bin5,bin5,diffused,bin5,bin5,1.0,1.0,low,low
f832819c27315a8c_m01m2v_cb77abde_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/an_office.jpeg,OpenImages,['computer keyboard'],['computer keyboard'],fake,f832819c27315a8c_m01m2v_cb77abde,original/masks/OpenImages/f832819c27315a8c_m01m2v_cb77abde.jpg,computer keyboard,0.9839324951171876,inpainting,StableDiffusion_v4,The computer keyboard with a black space bar.,small,False,0.3089637160301208,0.8305153846740723,mistral-7b,0.1192138195037841,0.1868094354867935,0.825759619474411,0.7943115234375,0.0152646131954268,0.0132289175,0.4146453216470809,0.425097135891389,0.0236473083496093,0.0258636474609375,819.0,569.0,21.0,22.0,573.5563418027058,572.2130419728857,bin3,bin4,bin5,bin5,bin4,bin1,bin3,bin5,diffused,bin3,bin5,1.0,1.0,low,low
39cb2cc53e4b218d_m02zvsm_bb92b9fb_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/man.jpeg,OpenImages,['tart'],['tart'],fake,39cb2cc53e4b218d_m02zvsm_bb92b9fb,original/masks/OpenImages/39cb2cc53e4b218d_m02zvsm_bb92b9fb.jpg,tart,0.6033935546875,inpainting,StableDiffusion_v4,Pizza,large,False,0.2987294197082519,0.7777436375617981,mistral-7b,0.6709150075912476,0.6428130269050598,0.6376248300075531,0.669921875,0.1601538312971385,0.1482021,0.2023069429064608,0.3132918764841714,0.830413818359375,0.7646408081054688,194277.0,215798.0,6.0,12.0,639.7033419977537,639.700562763051,bin5,bin5,bin4,bin5,bin5,bin1,bin5,bin5,diffused,bin5,bin5,1.0,1.0,low,low
5fdedcd2143479b3_m02p5f1q_b6d40b99_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/cat_curling_up_next_to_it.jpeg,OpenImages,"['saucer', 'coffee cup', 'bread']","['coffee cup', 'bread', 'saucer']",fake,5fdedcd2143479b3_m02p5f1q_b6d40b99,original/masks/OpenImages/5fdedcd2143479b3_m02p5f1q_b6d40b99.jpg,coffee cup,0.039398193359375,inpainting,StableDiffusion_v4,Salt shaker,medium,False,0.2336673587560653,0.8849171996116638,mistral-7b,0.186154305934906,0.1937758922576904,0.8282965123653412,0.7769775390625,0.0143634647622133,0.012110643,0.4743997011511964,0.4959770227329491,0.0505332946777343,0.0422859191894531,3869.0,4981.0,26.0,24.0,690.9480726645062,690.8645752383658,bin4,bin4,bin5,bin5,bin4,bin1,bin4,bin3,diffused,bin4,bin3,3.0,4.0,low,medium
c82226d55caf9a36_m0388q_5b8ea7b0_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/on_a_sunny_day.jpeg,OpenImages,['grape'],['grape'],fake,c82226d55caf9a36_m0388q_5b8ea7b0,original/masks/OpenImages/c82226d55caf9a36_m0388q_5b8ea7b0.jpg,grape,0.01068115234375,inpainting,StableDiffusion_v4,Grape with more vibrant green leaves.,small,False,0.2715778350830078,0.8812891840934753,mistral-7b,0.1034296751022338,0.1070718094706535,0.774768203496933,0.721435546875,0.0053084314197939,0.004519378,0.7818459616860342,0.8177240797401994,0.0291366577148437,0.0274925231933593,1162.0,1166.0,17.0,15.0,535.7754375647013,535.7754375647013,bin3,bin4,bin5,bin5,bin3,bin2,bin3,bin2,diffused,bin3,bin2,1.0,2.0,low,low
74563583796dcea3_m08pbxl_b579067d_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/an_edgy_man_with.jpeg,OpenImages,['monkey'],['monkey'],fake,74563583796dcea3_m08pbxl_b579067d,original/masks/OpenImages/74563583796dcea3_m08pbxl_b579067d.jpg,monkey,0.2175865173339843,inpainting,StableDiffusion_v4,Monkey with red flowers.,medium,False,0.3226900100708008,0.7454520463943481,mistral-7b,0.1392916440963745,0.1740902662277221,0.7463582158088684,0.66796875,0.0072890489718309,0.005600312,0.7406231152504973,0.7886196594664204,0.0524864196777343,0.0446052551269531,4033.0,4136.0,17.0,13.0,535.641853577211,535.5254521368051,bin4,bin4,bin5,bin5,bin3,bin2,bin4,bin5,diffused,bin4,bin5,1.0,2.0,low,low
05a86145092ca60f_m018xm_ff8a74b9_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/in_the_midst_of_a_city_skyline.jpeg,OpenImages,['ball (object)'],['ball (object)'],fake,05a86145092ca60f_m018xm_ff8a74b9,original/masks/OpenImages/05a86145092ca60f_m018xm_ff8a74b9.jpg,ball (object),0.0118598937988281,inpainting,StableDiffusion_v4,"Ball (object) with a glossy, iridescent finish.",large,False,0.2362314760684967,0.9029237031936646,mistral-7b,0.05916428565979,0.0762637108564376,0.6585511863231659,0.578857421875,0.0025235717296294,0.0020671452,0.7928758631667421,0.8177002784039159,0.0052146911621093,0.0018539428710937,283.0,589.0,5.0,3.0,49.5714638587875,48.847852624090486,bin3,bin3,bin4,bin5,bin2,bin2,bin2,bin2,localized,bin3,bin2,1.0,4.0,low,medium
94e41c296bd7ffb3_m09rvcxw_d6d5aff7_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/deserted.jpeg,OpenImages,"['missile', 'rocket']","['rocket', 'missile']",fake,94e41c296bd7ffb3_m09rvcxw_d6d5aff7,original/masks/OpenImages/94e41c296bd7ffb3_m09rvcxw_d6d5aff7.jpg,rocket,0.0738029479980468,inpainting,StableDiffusion_v4,The rocket with a red stripe.,small,False,0.2524831295013428,0.8602057099342346,mistral-7b,0.1559630632400512,0.1304089128971099,0.6682145595550537,0.7891845703125,0.0090853425812663,0.007824295,0.7660120923339337,0.7985775054257924,0.0319137573242187,0.0308952331542968,2157.0,2165.0,15.0,15.0,417.58851465890433,417.6139760611687,bin4,bin4,bin4,bin5,bin4,bin2,bin3,bin4,diffused,bin4,bin4,2.0,8.0,low,medium
